"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Alta Wind Energy Center I",57282,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind Energy Center II",57291,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind Energy Center III",57292,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind Energy Center IV",57293,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind Energy Center V",57294,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind VIII",57835,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind X",58394,"CA","Electric utility non-cogen","WT","WND"
"Alta Wind XI",58395,"CA","Electric utility non-cogen","WT","WND"
"AltaGas Ripon Energy Inc.",50299,"CA","Electric utility non-cogen","GT","NG"
"Altair Community Solar Garden",61645,"MN","Electric utility non-cogen","PV","SUN"
"Altamont",7990,"IL","Electric utility","IC","DFO"
"Altamont (NY) (CSG)",67403,"NY","Electric utility non-cogen","PV","SUN"
"Altamont Gas Recovery",50571,"CA","Electric utility non-cogen","GT","LFG"
"Altamonte Mall",63254,"FL","Commercial non-cogen","PV","SUN"
"Altavista Power Station",10773,"VA","Electric utility","ST","NG,WDS"
"Altavista Solar",64019,"VA","Electric utility non-cogen","PV","SUN"
"Alticor Inc - Solar Project",63303,"CA","Electric utility non-cogen","PV","SUN"
"Alton Post Office Solar",66837,"VA","Electric utility non-cogen","PV","SUN"
"Alton Road Solar",64723,"RI","Electric utility non-cogen","PV","SUN"
"Altona",56901,"NY","Electric utility non-cogen","WT","WND"
"Altona Solar, LLC",66628,"MO","Electric utility non-cogen","PV","SUN"
"Amadeus Wind Farm",62142,"TX","Electric utility non-cogen","WT","WND"
"Amalgamated Sugar LLC Nampa",54690,"ID","Industrial cogen","ST","NG"
"Amalgamated Sugar Twin Falls",10504,"ID","Industrial cogen","ST","NG"
"Amana Society Service Company",61850,"IA","Electric utility non-cogen","IC","DFO"
"Amaterasu LLC",64000,"MA","Electric utility non-cogen","PV","SUN"
"Amazon",58357,"NJ","Commercial non-cogen","PV","SUN"
"Amazon - Patterson PV",61377,"CA","Electric utility non-cogen","PV","SUN"
"Amazon - Stockton - Roof (SCK1) - (CA)",64429,"CA","Electric utility non-cogen","PV","SUN"
"Amazon BDL3 Solar Project",63537,"CT","Electric utility non-cogen","PV","SUN"
"Amazon BDL4",68013,"CT","Commercial non-cogen","PV","SUN"
"Amazon Bakersfield 1 Solar Project",65562,"CA","Electric utility non-cogen","PV","SUN"
"Amazon DEN2 Solar Project",63536,"CO","Electric utility non-cogen","PV","SUN"
"Amazon Denver DEN3",62877,"CO","Electric utility non-cogen","PV","SUN"
"Amazon Goodyear",68623,"AZ","Electric utility non-cogen","PV","SUN"
"Amazon JFK8 Solar Project",64351,"NY","Electric utility non-cogen","PV","SUN"
"Amazon MDW6 Solar Project",64610,"IL","Electric utility non-cogen","PV","SUN"
"Amazon MDW7 Solar Project",66022,"IL","Electric utility non-cogen","PV","SUN"
"Amazon Maryland DCA1",62876,"MD","Electric utility non-cogen","PV","SUN"
"Amazon PSP1",64751,"CA","Electric utility non-cogen","PV","SUN"
"Amazon SAN3 Solar Project",67170,"CA","Electric utility non-cogen","PV","SUN"
"Amazon TUS2",64384,"AZ","Electric utility non-cogen","PV","SUN"
"Ambler",60243,"AK","Electric utility","IC","DFO"
"Amelia",56681,"VA","Electric utility non-cogen","IC","DFO,LFG"
"Ameresco Butte County",57771,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco Chicopee Energy",56426,"MA","Electric utility non-cogen","IC","LFG"
"Ameresco Chiquita Canyon",56898,"CA","Electric utility non-cogen","GT","LFG"
"Ameresco Dallas LLC",58946,"TX","Electric utility non-cogen","IC","LFG"
"Ameresco Danville Solar, LLC",65227,"IL","Electric utility non-cogen","PV","SUN"
"Ameresco Delaware Central",56430,"DE","Electric utility non-cogen","IC","LFG"
"Ameresco Delaware South",56429,"DE","Electric utility non-cogen","IC","LFG"
"Ameresco Forward",58437,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco HCE Solar LLC",66271,"CO","Electric utility non-cogen","PV","SUN"
"Ameresco Janesville",56427,"WI","Electric utility non-cogen","IC","LFG"
"Ameresco Jefferson City",56896,"MO","Electric utility non-cogen","IC","LFG"
"Ameresco Johnson Canyon",58397,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco Keller Canyon",56897,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco Ox Mountain",56895,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco San Joaquin",58436,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco Santa Cruz Energy",56428,"CA","Electric utility non-cogen","IC","LFG"
"Ameresco Vasco Road",58435,"CA","Electric utility non-cogen","IC","LFG"
"American Canyon Solar",62687,"CA","Electric utility non-cogen","PV","SUN"
"American Crystal Sugar Crookston",54212,"MN","Industrial cogen","ST","SUB"
"American Crystal Sugar Drayton",54213,"ND","Industrial cogen","ST","SUB"
"American Crystal Sugar East Grand Forks",54214,"MN","Industrial cogen","ST","SUB"
"American Crystal Sugar Hillsboro",54210,"ND","Industrial cogen","ST","SUB"
"American Crystal Sugar Moorhead",54211,"MN","Industrial cogen","ST","SUB"
"American Falls",809,"ID","Electric utility","HY","WAT"
"American Falls Solar",60011,"ID","Electric utility non-cogen","PV","SUN"
"American Falls Solar II",60012,"ID","Electric utility non-cogen","PV","SUN"
"American Goldfinch SCS ACY2 NJ, LLC",64360,"NJ","Electric utility non-cogen","PV","SUN"
"American Gypsum Cogeneration",54630,"CO","Industrial cogen","IC,GT","NG,DFO"
"American Kings Solar, LLC",60777,"CA","Electric utility non-cogen","PV","SUN"
"American Legion PV 1",59516,"NC","Electric utility non-cogen","PV","SUN"
"Americus",66587,"KS","Electric utility","PV","SUN"
"Ames Electric Services Power Plant",1122,"IA","Electric utility","ST","NG,OBS"
"Ames GT",6463,"IA","Electric utility","GT","DFO"
"Ames Hydro",6207,"CO","Electric utility","HY","WAT"
"Amethyst Solar",58730,"NC","Electric utility non-cogen","PV","SUN"
"Amherst College Co Gen",58185,"MA","Commercial cogen","GT","NG,DFO"
"Amherst Community Solar",66522,"NY","Electric utility non-cogen","PV","SUN"
"Amherst Solar Facility (VA)",67225,"VA","Electric utility","PV","SUN"
"Amistad Dam & Power",6128,"TX","Electric utility","HY","WAT"
"Amite Solar, LLC",67088,"LA","Electric utility non-cogen","PV","SUN"
"Amoskeag",2354,"NH","Electric utility non-cogen","HY","WAT"
"Amphitheater High School Solar",60684,"AZ","Electric utility non-cogen","PV","SUN"
"Amsterdam North",61904,"NY","Electric utility non-cogen","PV","SUN"
"Amsterdam South",61905,"NY","Electric utility non-cogen","PV","SUN"
"Anacacho Wind Farm, LLC",58000,"TX","Electric utility non-cogen","WT","WND"
"Anadarko",2945,"OH","Electric utility","IC","DFO"
"Anadarko Plant",3006,"OK","Electric utility","GT,CS","NG"
"Anaheim Solar Energy Plant",59416,"CA","Electric utility","PV","SUN"
"Anclote",8048,"FL","Electric utility","ST","NG"
"Anderson",7336,"IN","Electric utility","GT","NG,DFO"
"Anderson (SC)",64409,"SC","Electric utility non-cogen","PV","SUN"
"Anderson 3",64244,"IN","Electric utility","PV","SUN"
"Anderson 4",64248,"IN","Electric utility","PV","SUN"
"Anderson 5",64245,"IN","Electric utility","PV","SUN"
"Anderson 6",64249,"IN","Electric utility","PV","SUN"
"Anderson Erickson",56138,"IA","Industrial non-cogen","IC","DFO"
"Anderson Farm LLC",59115,"NC","Electric utility non-cogen","PV","SUN"
"Anderson Ranch",6395,"ID","Electric utility","HY","WAT"
"Anderson Wind I",58939,"NM","Electric utility non-cogen","WT","WND"
"Anderson Wind II",58940,"NM","Electric utility non-cogen","WT","WND"
"Andresen Solar",66017,"MN","Electric utility non-cogen","PV","SUN"
"Andrew Solar",59497,"NC","Electric utility non-cogen","PV","SUN"
"Andromeda Community Solar",61181,"MN","Electric utility non-cogen","PV","SUN"
"Anemoi Energy Storage",67236,"TX","Electric utility non-cogen","BA","MWH"
"Angel Fire Energy Facility",64695,"NM","Electric utility","PV","SUN"
"Angel Solar",58731,"NC","Electric utility non-cogen","PV","SUN"
"Angelica Solar Site 1",66061,"NY","Electric utility non-cogen","PV","SUN"
"Angelica Solar Site 2",66062,"NY","Electric utility non-cogen","PV","SUN"
"Angelica Solar Site 3",66063,"NY","Electric utility non-cogen","PV","SUN"
"Angelica Solar Site 4",66064,"NY","Electric utility non-cogen","PV","SUN"
"Angelo Solar",68145,"TX","Electric utility non-cogen","PV","SUN"
"Angelo Storage",68146,"TX","Electric utility non-cogen","BA","MWH"
"Angels",215,"CA","Electric utility non-cogen","HY","WAT"
"Angier Farm",58867,"NC","Electric utility non-cogen","PV","SUN"
"Angola Solar, LLC",64500,"MI","Electric utility non-cogen","PV","SUN"
"Angoon",7462,"AK","Electric utility","IC","JF,DFO"
"Angus Anson",7237,"SD","Electric utility","GT","NG,DFO"
"Anheuser-Busch #2",59331,"CA","Industrial non-cogen","WT","WND"
"Anheuser-Busch Baldwinsville",61575,"NY","Electric utility non-cogen","PV","SUN"
"Anheuser-Busch Jacksonville",10431,"FL","Industrial cogen","GT","NG"
"Anheuser-Busch St Louis",10430,"MO","Industrial cogen","ST","OBG,NG"
"Anhinga Solar Energy Center",65431,"FL","Electric utility","PV","SUN"
"Aniak",7182,"AK","Electric utility","IC","DFO"
"Anita",1123,"IA","Electric utility","IC","DFO"
"Annandale Solar",60520,"MN","Electric utility non-cogen","PV","SUN"
"Annapolis Solar Park, LLC",60681,"MD","Electric utility non-cogen","PV","SUN"
"Anne Arundel County Public Schools",62407,"MD","Electric utility non-cogen","PV","SUN"
"Annese Solar Project Hybrid CSG",63474,"MA","Electric utility non-cogen","PV","SUN"
"Annex Creek",62,"AK","Electric utility","HY","WAT"
"Anoka BESS",62908,"MN","Electric utility non-cogen","BA","MWH"
"Anoka County MN CONX",62061,"MN","Electric utility non-cogen","PV","SUN"
"Ansley",2214,"NE","Electric utility","IC","NG,DFO"
"Anson Abenaki Hydros",10186,"ME","Electric utility non-cogen","HY","WAT"
"Anson County Generation Facility",56249,"NC","Electric utility","GT","NG,DFO"
"Antanavica Solar",61526,"MA","Electric utility non-cogen","PV","SUN"
"Antares Community Solar",61176,"MN","Electric utility non-cogen","PV","SUN"
"Antares-GRE 314 East Lyme LLC",59495,"CT","Electric utility non-cogen","PV","SUN"
"Antelope Big Sky Ranch",60279,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Creek",68444,"OR","Electric utility non-cogen","PV","SUN"
"Antelope DSR 1",60186,"CA","Electric utility non-cogen","PV","SUN"
"Antelope DSR 2",60187,"CA","Electric utility non-cogen","PV","SUN"
"Antelope DSR 3",61265,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Expansion 1B",62320,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Expansion 2",61264,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Expansion 3A",62673,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Expansion 3B",62674,"CA","Electric utility non-cogen","PV","SUN"
"Antelope Station",57865,"TX","Electric utility","IC","NG"
"Antelope Valley",6469,"ND","Electric utility","ST","NG,LIG"
"Anthony",1258,"KS","Electric utility","IC","NG,DFO"
"Anthony Wayne Solar #1",59489,"OH","Commercial non-cogen","PV","SUN"
"Anticline Wind",67193,"WY","Electric utility non-cogen","WT","WND"
"Antigo-Forrest Street Solar Project",67724,"WI","Electric utility","PV","SUN"
"Antlia Community Solar",60937,"MN","Electric utility non-cogen","PV","SUN"
"Antrim Wind",59953,"NH","Electric utility non-cogen","WT","WND"
"Apache Station",160,"AZ","Electric utility","GT,ST","NG,SUB"
"Apalachee",65432,"FL","Electric utility","PV","SUN"
"Apalachia",3394,"TN","Electric utility","HY","WAT"
"Apalachicola",64565,"GA","Electric utility non-cogen","PV","SUN"
"Apex Generating Station",55514,"NV","Electric utility","CT,CA","NG"
"Apex Solar",64189,"MT","Electric utility non-cogen","PV","SUN"
"Apex Solar PV Power Project",58489,"NV","Electric utility non-cogen","PV","SUN"
"Apollo",68773,"MA","Electric utility non-cogen","PV","SUN"
"Appaloosa Run Wind",65335,"TX","Electric utility non-cogen","WT","WND"
"Appaloosa Solar I",65678,"UT","Electric utility non-cogen","PV","SUN"
"Apple Blossom Wind Farm",58690,"MI","Electric utility non-cogen","WT","WND"
"Apple Campus 2 PV",59473,"CA","Industrial non-cogen","PV","SUN"
"Apple Canyon Lake Solar",64040,"IL","Electric utility non-cogen","PV","SUN"
"Apple Data Center - PV2",58701,"NC","Commercial non-cogen","PV","SUN"
"Apple Data Center PV",57994,"NC","Commercial non-cogen","PV","SUN"
"Apple Data Center PV3",59474,"NC","Commercial non-cogen","PV","SUN"
"Apple Grove Solar, LLC",65224,"VA","Electric utility non-cogen","PV","SUN"
"Apple One",58828,"NC","Electric utility non-cogen","PV","SUN"
"Apple River",6231,"WI","Electric utility","HY","WAT"
"Appleton",4043,"WI","Electric utility","HY","WAT"
"Aqua Ingrams Mill",57280,"PA","Electric utility non-cogen","PV","SUN"
"Aquamarine",62547,"CA","Electric utility non-cogen","PV","SUN"
"Aquarius Community Solar",61710,"MN","Electric utility non-cogen","PV","SUN"
"Aquila Community Solar",61704,"MN","Electric utility non-cogen","PV","SUN"
"Aragonne Wind LLC",56336,"NM","Electric utility non-cogen","WT","WND"
"Aragorn Solar Project",63329,"TX","Electric utility non-cogen","PV","SUN"
"Arapahoe 3 Community Solar Array",60724,"CO","Electric utility non-cogen","PV","SUN"
"Arapahoe Combustion Turbine Project",55200,"CO","Electric utility non-cogen","CT,CA","NG"
"Ararat Rock Solar, LLC",58492,"NC","Electric utility non-cogen","PV","SUN"
"Arba Solar Energy Storage",64510,"NC","Electric utility","PV","SUN"
"Arba Solar, LLC",58801,"NC","Electric utility non-cogen","PV","SUN"
"Arbor Hill Solar",64755,"IA","Electric utility","PV","SUN"
"Arbor Hill Wind Farm",62132,"IA","Electric utility","WT","WND"
"Arborgate Solar",62623,"NC","Electric utility non-cogen","PV","SUN"
"Arbuckle Mountain Wind Farm LLC",59234,"OK","Electric utility non-cogen","WT","WND"
"Arcadia Electric",4100,"WI","Electric utility","IC","NG,DFO"
"Arcadia Solar",62744,"WI","Electric utility non-cogen","PV","SUN"
"ArcelorMittal Burns Harbor",10245,"IN","Industrial cogen","ST","OG,BFG,NG"
"Archbald Power Station",50279,"PA","Electric utility non-cogen","GT","NG,LFG"
"Archdiocese of Baltimore J",60662,"MD","Electric utility non-cogen","PV","SUN"
"Archdiocese of Baltimore L",60663,"MD","Electric utility non-cogen","PV","SUN"
"Arche Energy Project, LLC",65402,"OH","Electric utility non-cogen","PV","SUN"
"Archer Daniels Midland Cedar Rapids",10864,"IA","Industrial cogen","GT,ST","NG,SUB,BIT"
"Archer Daniels Midland Clinton",10860,"IA","Industrial cogen","ST","OBS,SUB"
"Archer Daniels Midland Columbus",57046,"NE","Industrial cogen","ST","SUB"
"Archer Daniels Midland Decatur",10865,"IL","Industrial cogen","ST","NG,BIT,SUB"
"Archer Daniels Midland Des Moines",10861,"IA","Industrial cogen","ST","SUB"
"Archer Daniels Midland Lincoln",10862,"NE","Industrial cogen","ST","SUB"
"Archer Daniels Midland Mankato",10863,"MN","Industrial cogen","ST","SUB"
"Archer Daniels Midland Peoria",10866,"IL","Industrial cogen","GT","NG"
"Arctaris Saddleback Solar",66043,"ME","Electric utility non-cogen","PV","SUN"
"Argo Navis Community Solar",61183,"MN","Electric utility non-cogen","PV","SUN"
"Argonne National Laboratory CHP",60742,"IL","Electric utility cogen","GT","NG"
"Argus Cogen Plant",10684,"CA","Industrial cogen","ST","NG,BIT"
"Argyle",7810,"WI","Electric utility","IC,HY","DFO,WAT"
"Arica Solar",65744,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Aries Community Solar",60938,"MN","Electric utility non-cogen","PV","SUN"
"Arizona State University CHP",58199,"AZ","Commercial cogen","CS","NG"
"Arizona Western College PV",57765,"AZ","Electric utility non-cogen","PV","SUN"
"Arkansas Nuclear One",8055,"AR","Electric utility","ST","NUC"
"Arkansas Valley",68688,"AR","Electric utility","PV","SUN"
"Arkwright Summit Wind Farm LLC",61673,"NY","Electric utility non-cogen","WT","WND"
"Arlington Energy Center II",64481,"CA","Electric utility non-cogen","PV,BA","MWH,SUN"
"Arlington Energy Center III",64564,"CA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Arlington Microgrid",64446,"WA","Electric utility","PV","SUN"
"Arlington Outlet Hydroelectric Generator",61355,"TX","Commercial non-cogen","HY","WAT"
"Arlington Valley Energy Facility",55282,"AZ","Electric utility non-cogen","CT,CA","NG"
"Arlington Valley Solar Energy II",57680,"AZ","Electric utility non-cogen","PV","SUN"
"Arlington Wind Power Project",56855,"OR","Electric utility non-cogen","WT","WND"
"Armadillo Flats Wind Project, LLC",61926,"OK","Electric utility non-cogen","WT","WND"
"Armenia Mountain Wind Farm",57044,"PA","Electric utility non-cogen","WT","WND"
"Armstrong",55347,"PA","Electric utility non-cogen","GT","NG,DFO"
"Armstrong 1",68415,"IL","Electric utility non-cogen","PV","SUN"
"Armstrong Solar",61138,"MN","Electric utility non-cogen","PV","SUN"
"Arndt Farm",58315,"NC","Electric utility non-cogen","PV","SUN"
"Arnold Cochran",64569,"GA","Electric utility non-cogen","PV","SUN"
"Arpin Dam",3995,"WI","Electric utility non-cogen","HY","WAT"
"Arrache 4006",58445,"CA","Electric utility non-cogen","PV","SUN"
"Arrache 4013",58446,"CA","Electric utility non-cogen","PV","SUN"
"Arrache 8083",58447,"CA","Electric utility non-cogen","PV","SUN"
"Arrow Canyon Solar Hybrid",62248,"NV","Electric utility non-cogen","BA,PV","MWH,SUN"
"Arrowrock Hydroelectric Project",56997,"ID","Electric utility non-cogen","HY","WAT"
"Arroyo Solar Energy Storage Hybrid",63172,"NM","Electric utility non-cogen","BA,PV","MWH,SUN"
"Arsenal Hill",1416,"LA","Electric utility","ST","NG"
"Arthur 2 Solar",66605,"NC","Electric utility non-cogen","PV","SUN"
"Arthur Kill Generating Station",2490,"NY","Electric utility non-cogen","ST","NG"
"Arthur Solar, LLC",62136,"NC","Electric utility non-cogen","PV","SUN"
"Arthur Von Rosenberg",7512,"TX","Electric utility","CT,CA","NG"
"Arvada",8028,"WY","Electric utility","GT","NG"
"Arvah B Hopkins",688,"FL","Electric utility","IC,GT,CT,CA","NG"
"Ascend Performance Materials Texas Inc.",10418,"TX","Industrial cogen","ST","NG"
"Ascutney",3708,"VT","Electric utility","GT","DFO"
"Ash Mesa Solar, LLC",66247,"CO","Electric utility non-cogen","PV","SUN"
"Ashby Duffy CSG Solar Farm",61399,"MA","Electric utility non-cogen","PV","SUN"
"Ashby Solar, LLC CSG",62199,"MA","Electric utility non-cogen","PV","SUN"
"Ashdown",54104,"AR","Industrial cogen","ST","NG,WDS,TDF,BIT,BLQ"
"Asheville",2706,"NC","Electric utility","GT,CT,CA","NG,DFO"
"Asheville-Rock Hill Battery",63064,"NC","Electric utility","BA","MWH"
"Ashland",1259,"KS","Electric utility","IC","DFO"
"Ashland Solar",67146,"MA","Electric utility non-cogen","PV","SUN"
"Ashley Solar (SC)",62179,"SC","Electric utility non-cogen","PV","SUN"
"Ashley Solar Farm",59566,"NC","Electric utility non-cogen","PV","SUN"
"Ashley-Chicot Solar",66588,"AR","Electric utility","PV","SUN"
"Ashokan",88,"NY","Electric utility","HY","WAT"
"Ashtabula",55990,"OH","Electric utility cogen","CT","NG"
"Ashtabula Wind Energy Center",57032,"ND","Electric utility","WT","WND"
"Ashtabula Wind II LLC",57121,"ND","Electric utility non-cogen","WT","WND"
"Ashtabula Wind III LLC",57387,"ND","Electric utility","WT","WND"
"Ashton",825,"ID","Electric utility","HY","WAT"
"Aspen Road Solar",66838,"PA","Electric utility non-cogen","PV","SUN"
"Aspen Solar, LLC",59694,"NC","Electric utility non-cogen","PV","SUN"
"Aspiration G",59737,"CA","Electric utility non-cogen","PV","SUN"
"Assembly Solar II LLC",63538,"MI","Electric utility non-cogen","PV","SUN"
"Assembly Solar III",64196,"MI","Electric utility non-cogen","PV","SUN"
"Assembly Solar Project",62422,"MI","Electric utility non-cogen","PV","SUN"
"Aster Community Solar Garden, LLC",63305,"MN","Electric utility non-cogen","PV","SUN"
"Astoria Energy",55375,"NY","Electric utility non-cogen","CT,CA","NG,DFO"
